Observation station;Year;Month;Day;Time [Local time];Snow depth [cm];Precipitation amount [mm];Average temperature [°C]
Sodankylä Tähtelä;2004;09;26;03:00;-1;0.1;8.2
Sodankylä Tähtelä;2004;09;27;03:00;-1;8;7.3
Sodankylä Tähtelä;2004;09;28;03:00;-1;5.8;7.9
Sodankylä Tähtelä;2004;09;29;03:00;-1;0;5.8
Sodankylä Tähtelä;2004;09;30;03:00;-1;-1;4.6
Sodankylä Tähtelä;2004;10;01;03:00;-1;-1;2.4
Sodankylä Tähtelä;2004;10;02;03:00;-1;-1;1.8
Sodankylä Tähtelä;2004;10;03;03:00;-1;-1;6.3
Sodankylä Tähtelä;2004;10;04;03:00;-1;0.1;5.4
Sodankylä Tähtelä;2004;10;05;03:00;-1;3.9;7.2
Sodankylä Tähtelä;2004;10;06;03:00;-1;0.2;5.9
Sodankylä Tähtelä;2004;10;07;03:00;-1;-1;3
Sodankylä Tähtelä;2004;10;08;03:00;-1;0;-2.3
Sodankylä Tähtelä;2004;10;09;03:00;0;0;-2.3
Sodankylä Tähtelä;2004;10;10;03:00;-1;-1;-1.3
Sodankylä Tähtelä;2004;10;11;03:00;-1;-1;-2.9
Sodankylä Tähtelä;2004;10;12;03:00;-1;-1;1.2
Sodankylä Tähtelä;2004;10;13;03:00;-1;-1;2.5
Sodankylä Tähtelä;2004;10;14;03:00;-1;0.1;1.3
Sodankylä Tähtelä;2004;10;15;03:00;0;0;0.6
Sodankylä Tähtelä;2004;10;16;03:00;-1;0.5;1
Sodankylä Tähtelä;2004;10;17;03:00;0;-1;-3.2
Sodankylä Tähtelä;2004;10;18;03:00;0;0.1;-3.7
Sodankylä Tähtelä;2004;10;19;03:00;0;0;0.3
Sodankylä Tähtelä;2004;10;20;03:00;0;0.1;-1.3
Sodankylä Tähtelä;2004;10;21;03:00;0;2.9;-0.8
Sodankylä Tähtelä;2004;10;22;03:00;3;7.8;0.1
Sodankylä Tähtelä;2004;10;23;03:00;6;4.7;0.5
Sodankylä Tähtelä;2004;10;24;03:00;4;0.1;0.3
Sodankylä Tähtelä;2004;10;25;03:00;3;0.1;-1.3
Sodankylä Tähtelä;2004;10;26;03:00;3;0.4;-1.4
Sodankylä Tähtelä;2004;10;27;03:00;4;1.2;-0.1
Sodankylä Tähtelä;2004;10;28;03:00;5;0.1;-1
Sodankylä Tähtelä;2004;10;29;03:00;5;-1;-7.4
Sodankylä Tähtelä;2004;10;30;03:00;5;0.2;-7
Sodankylä Tähtelä;2004;10;31;03:00;5;1.2;-1.9
Sodankylä Tähtelä;2004;11;01;02:00;6;0;0.4
Sodankylä Tähtelä;2004;11;02;02:00;6;0;0.2
Sodankylä Tähtelä;2004;11;03;02:00;5;-1;4.1
Sodankylä Tähtelä;2004;11;04;02:00;5;2.9;0.4
Sodankylä Tähtelä;2004;11;05;02:00;4;5.1;0.7
Sodankylä Tähtelä;2004;11;06;02:00;4;0;0.8
Sodankylä Tähtelä;2004;11;07;02:00;4;0;-0.1
Sodankylä Tähtelä;2004;11;08;02:00;4;-1;-0.4
Sodankylä Tähtelä;2004;11;09;02:00;4;0.1;-1.3
Sodankylä Tähtelä;2004;11;10;02:00;4;0;2.7
Sodankylä Tähtelä;2004;11;11;02:00;2;6;3.2
Sodankylä Tähtelä;2004;11;12;02:00;0;0.1;1.3
Sodankylä Tähtelä;2004;11;13;02:00;-1;-1;-4.4
Sodankylä Tähtelä;2004;11;14;02:00;-1;6.5;-7
Sodankylä Tähtelä;2004;11;15;02:00;7;2.3;-3.3
Sodankylä Tähtelä;2004;11;16;02:00;9;0;-8.3
Sodankylä Tähtelä;2004;11;17;02:00;9;0;-19.6
Sodankylä Tähtelä;2004;11;18;02:00;8;0.1;-21
Sodankylä Tähtelä;2004;11;19;02:00;8;5.6;-13
Sodankylä Tähtelä;2004;11;20;02:00;18;0.1;-14.5
Sodankylä Tähtelä;2004;11;21;02:00;16;0.1;-21
Sodankylä Tähtelä;2004;11;22;02:00;16;0;-28.5
Sodankylä Tähtelä;2004;11;23;02:00;14;0.1;-28.9
Sodankylä Tähtelä;2004;11;24;02:00;14;4.7;-16
Sodankylä Tähtelä;2004;11;25;02:00;19;2.7;-5.5
Sodankylä Tähtelä;2004;11;26;02:00;22;0;-5.4
Sodankylä Tähtelä;2004;11;27;02:00;20;-1;-16.5
Sodankylä Tähtelä;2004;11;28;02:00;20;0;-23.8
Sodankylä Tähtelä;2004;11;29;02:00;20;0.1;-18.9
Sodankylä Tähtelä;2004;11;30;02:00;20;1.6;-8.4
Sodankylä Tähtelä;2004;12;01;02:00;21;0;-7.2
Sodankylä Tähtelä;2004;12;02;02:00;20;0;-21.2
Sodankylä Tähtelä;2004;12;03;02:00;20;1;-18.7
Sodankylä Tähtelä;2004;12;04;02:00;21;1;-6
Sodankylä Tähtelä;2004;12;05;02:00;22;0.1;-4.9
Sodankylä Tähtelä;2004;12;06;02:00;21;2.9;-13.7
Sodankylä Tähtelä;2004;12;07;02:00;23;0.6;-6.2
Sodankylä Tähtelä;2004;12;08;02:00;22;0.1;-6.2
Sodankylä Tähtelä;2004;12;09;02:00;22;2.2;-12.3
Sodankylä Tähtelä;2004;12;10;02:00;25;2;-3.8
Sodankylä Tähtelä;2004;12;11;02:00;25;-1;-10.7
Sodankylä Tähtelä;2004;12;12;02:00;25;-1;-18.3
Sodankylä Tähtelä;2004;12;13;02:00;25;0.6;-20.6
Sodankylä Tähtelä;2004;12;14;02:00;26;2.6;-2.5
Sodankylä Tähtelä;2004;12;15;02:00;26;-1;0.2
Sodankylä Tähtelä;2004;12;16;02:00;26;4.8;-5.1
Sodankylä Tähtelä;2004;12;17;02:00;30;8.2;0.2
Sodankylä Tähtelä;2004;12;18;02:00;27;1.8;0.8
Sodankylä Tähtelä;2004;12;19;02:00;25;0.4;-1.5
Sodankylä Tähtelä;2004;12;20;02:00;25;10.1;-6.2
Sodankylä Tähtelä;2004;12;21;02:00;44;1;-12.9
Sodankylä Tähtelä;2004;12;22;02:00;43;6;-3
Sodankylä Tähtelä;2004;12;23;02:00;48;3.6;-5
Sodankylä Tähtelä;2004;12;24;02:00;49;2.2;-5.6
Sodankylä Tähtelä;2004;12;25;02:00;53;0.1;-5.5
Sodankylä Tähtelä;2004;12;26;02:00;50;6.6;-6.6
Sodankylä Tähtelä;2004;12;27;02:00;56;0.1;-19.1
Sodankylä Tähtelä;2004;12;28;02:00;54;0.1;-6.6
Sodankylä Tähtelä;2004;12;29;02:00;51;0.3;-5.2
Sodankylä Tähtelä;2004;12;30;02:00;50;2.4;-1.5
Sodankylä Tähtelä;2004;12;31;02:00;50;-1;-0.8
Sodankylä Tähtelä;2005;01;01;02:00;49;0;-6.5
Sodankylä Tähtelä;2005;01;02;02:00;49;1.7;-1.5
Sodankylä Tähtelä;2005;01;03;02:00;49;2.4;-3.5
Sodankylä Tähtelä;2005;01;04;02:00;53;0.3;-4.9
Sodankylä Tähtelä;2005;01;05;02:00;53;1.8;-4.6
Sodankylä Tähtelä;2005;01;06;02:00;54;0.3;-6.2
Sodankylä Tähtelä;2005;01;07;02:00;54;4.5;-7.3
Sodankylä Tähtelä;2005;01;08;02:00;61;0.3;-6.3
Sodankylä Tähtelä;2005;01;09;02:00;58;0.1;-8.5
Sodankylä Tähtelä;2005;01;10;02:00;57;0.4;-11.8
Sodankylä Tähtelä;2005;01;11;02:00;57;4.1;-3.9
Sodankylä Tähtelä;2005;01;12;02:00;60;3.4;-4.2
Sodankylä Tähtelä;2005;01;13;02:00;61;1.8;-1.3
Sodankylä Tähtelä;2005;01;14;02:00;63;-1;-8.1
Sodankylä Tähtelä;2005;01;15;02:00;63;-1;-21.4
Sodankylä Tähtelä;2005;01;16;02:00;61;2.4;-25.2
Sodankylä Tähtelä;2005;01;17;02:00;60;0.1;-5.5
Sodankylä Tähtelä;2005;01;18;02:00;58;0.6;0.9
Sodankylä Tähtelä;2005;01;19;02:00;57;0.1;0.7
Sodankylä Tähtelä;2005;01;20;02:00;55;2.8;-1.8
Sodankylä Tähtelä;2005;01;21;02:00;57;1.5;-4.3
Sodankylä Tähtelä;2005;01;22;02:00;58;0.3;-12.4
Sodankylä Tähtelä;2005;01;23;02:00;58;0.1;-12.5
Sodankylä Tähtelä;2005;01;24;02:00;60;0.3;-18.7
Sodankylä Tähtelä;2005;01;25;02:00;60;1.5;-11.9
Sodankylä Tähtelä;2005;01;26;02:00;60;3.7;-5.8
Sodankylä Tähtelä;2005;01;27;02:00;65;0.2;-10.5
Sodankylä Tähtelä;2005;01;28;02:00;66;0.1;-14.1
Sodankylä Tähtelä;2005;01;29;02:00;65;2.5;-18.4
Sodankylä Tähtelä;2005;01;30;02:00;66;12.8;-6.9
Sodankylä Tähtelä;2005;01;31;02:00;80;0.1;-3.8
Sodankylä Tähtelä;2005;02;01;02:00;78;0.1;-4.4
Sodankylä Tähtelä;2005;02;02;02:00;76;0.1;-7.8
Sodankylä Tähtelä;2005;02;03;02:00;75;1.4;-6.3
Sodankylä Tähtelä;2005;02;04;02:00;75;2.5;-0.6
Sodankylä Tähtelä;2005;02;05;02:00;76;2.3;-2.8
Sodankylä Tähtelä;2005;02;06;02:00;76;-1;-8.4
Sodankylä Tähtelä;2005;02;07;02:00;75;0.1;-12.7
Sodankylä Tähtelä;2005;02;08;02:00;74;0;-3.2
Sodankylä Tähtelä;2005;02;09;02:00;73;0;-2.6
Sodankylä Tähtelä;2005;02;10;02:00;71;4.4;-3.4
Sodankylä Tähtelä;2005;02;11;02:00;74;1.2;-4
Sodankylä Tähtelä;2005;02;12;02:00;75;0.1;-8.1
Sodankylä Tähtelä;2005;02;13;02:00;73;0.1;-5.4
Sodankylä Tähtelä;2005;02;14;02:00;73;0.1;-12.4
Sodankylä Tähtelä;2005;02;15;02:00;72;0.1;-16.5
Sodankylä Tähtelä;2005;02;16;02:00;72;0.1;-19.6
Sodankylä Tähtelä;2005;02;17;02:00;73;3.8;-11.9
Sodankylä Tähtelä;2005;02;18;02:00;79;0.3;-8.4
Sodankylä Tähtelä;2005;02;19;02:00;79;1.9;-8.4
Sodankylä Tähtelä;2005;02;20;02:00;79;0.1;-9
Sodankylä Tähtelä;2005;02;21;02:00;78;0;-16.8
Sodankylä Tähtelä;2005;02;22;02:00;78;-1;-27.9
Sodankylä Tähtelä;2005;02;23;02:00;78;0;-15.9
Sodankylä Tähtelä;2005;02;24;02:00;76;2.5;-6.5
Sodankylä Tähtelä;2005;02;25;02:00;80;0;-9.3
Sodankylä Tähtelä;2005;02;26;02:00;78;-1;-10.9
Sodankylä Tähtelä;2005;02;27;02:00;77;0;-12.8
Sodankylä Tähtelä;2005;02;28;02:00;77;0.1;-22.3
Sodankylä Tähtelä;2005;03;01;02:00;76;-1;-21.7
Sodankylä Tähtelä;2005;03;02;02:00;76;0.9;-19
Sodankylä Tähtelä;2005;03;03;02:00;77;0;-13.6
Sodankylä Tähtelä;2005;03;04;02:00;77;2.1;-10.7
Sodankylä Tähtelä;2005;03;05;02:00;78;0.1;-7.1
Sodankylä Tähtelä;2005;03;06;02:00;76;1.8;-5.4
Sodankylä Tähtelä;2005;03;07;02:00;78;0.6;-5.1
Sodankylä Tähtelä;2005;03;08;02:00;78;-1;-12.2
Sodankylä Tähtelä;2005;03;09;02:00;77;-1;-18.7
Sodankylä Tähtelä;2005;03;10;02:00;77;-1;-15.5
Sodankylä Tähtelä;2005;03;11;02:00;77;-1;-16.2
Sodankylä Tähtelä;2005;03;12;02:00;76;-1;-18.7
Sodankylä Tähtelä;2005;03;13;02:00;76;0;-22.8
Sodankylä Tähtelä;2005;03;14;02:00;76;0.1;-23.1
Sodankylä Tähtelä;2005;03;15;02:00;76;0;-23.9
Sodankylä Tähtelä;2005;03;16;02:00;76;0.1;-19.3
Sodankylä Tähtelä;2005;03;17;02:00;76;0.1;-12.1
Sodankylä Tähtelä;2005;03;18;02:00;76;0;-12.2
Sodankylä Tähtelä;2005;03;19;02:00;76;0.1;-6.4
Sodankylä Tähtelä;2005;03;20;02:00;76;0.1;-6.6
Sodankylä Tähtelä;2005;03;21;02:00;76;-1;-7.4
Sodankylä Tähtelä;2005;03;22;02:00;76;-1;-13.4
Sodankylä Tähtelä;2005;03;23;02:00;76;3.1;-8.2
Sodankylä Tähtelä;2005;03;24;02:00;78;0;1.5
Sodankylä Tähtelä;2005;03;25;02:00;75;-1;1.1
Sodankylä Tähtelä;2005;03;26;02:00;74;0;-0.6
Sodankylä Tähtelä;2005;03;27;02:00;74;0;-2.2
Sodankylä Tähtelä;2005;03;28;03:00;74;0.3;-1.7
Sodankylä Tähtelä;2005;03;29;03:00;75;-1;-3.3
Sodankylä Tähtelä;2005;03;30;03:00;74;-1;1.1
Sodankylä Tähtelä;2005;03;31;03:00;72;-1;0.9
Sodankylä Tähtelä;2005;04;01;03:00;72;-1;1.6
Sodankylä Tähtelä;2005;04;02;03:00;71;0.2;2.1
Sodankylä Tähtelä;2005;04;03;03:00;70;1.1;-2.8
Sodankylä Tähtelä;2005;04;04;03:00;71;-1;2
Sodankylä Tähtelä;2005;04;05;03:00;68;6.8;0.8
Sodankylä Tähtelä;2005;04;06;03:00;68;-1;1
Sodankylä Tähtelä;2005;04;07;03:00;67;6.8;0.4
Sodankylä Tähtelä;2005;04;08;03:00;69;8.9;0.8
Sodankylä Tähtelä;2005;04;09;03:00;70;0.1;0.4
Sodankylä Tähtelä;2005;04;10;03:00;68;1.1;1.1
Sodankylä Tähtelä;2005;04;11;03:00;70;12;0.4
Sodankylä Tähtelä;2005;04;12;03:00;74;7.7;0.2
Sodankylä Tähtelä;2005;04;13;03:00;76;0.1;-2.2
Sodankylä Tähtelä;2005;04;14;03:00;76;0.1;-2.1
Sodankylä Tähtelä;2005;04;15;03:00;74;-1;2
Sodankylä Tähtelä;2005;04;16;03:00;70;0.4;0.4
Sodankylä Tähtelä;2005;04;17;03:00;69;0;-0.6
Sodankylä Tähtelä;2005;04;18;03:00;69;0;-2.5
Sodankylä Tähtelä;2005;04;19;03:00;69;0;-3.6
Sodankylä Tähtelä;2005;04;20;03:00;69;-1;-2.8
Sodankylä Tähtelä;2005;04;21;03:00;69;0.1;-3.1
Sodankylä Tähtelä;2005;04;22;03:00;69;0;-1.4
Sodankylä Tähtelä;2005;04;23;03:00;68;-1;-0.5
Sodankylä Tähtelä;2005;04;24;03:00;67;-1;1.9
Sodankylä Tähtelä;2005;04;25;03:00;66;-1;2.8
Sodankylä Tähtelä;2005;04;26;03:00;64;-1;4.6
Sodankylä Tähtelä;2005;04;27;03:00;63;-1;3.9
Sodankylä Tähtelä;2005;04;28;03:00;62;-1;3
Sodankylä Tähtelä;2005;04;29;03:00;60;0;1.1
Sodankylä Tähtelä;2005;04;30;03:00;59;0;-0.3
Sodankylä Tähtelä;2005;05;01;03:00;58;-1;-2.1
Sodankylä Tähtelä;2005;05;02;03:00;58;0;-2.5
Sodankylä Tähtelä;2005;05;03;03:00;58;7.3;-0.1
Sodankylä Tähtelä;2005;05;04;03:00;60;4;1.9
Sodankylä Tähtelä;2005;05;05;03:00;63;5.7;-1.3
Sodankylä Tähtelä;2005;05;06;03:00;68;4.8;-0.8
Sodankylä Tähtelä;2005;05;07;03:00;66;0;2
Sodankylä Tähtelä;2005;05;08;03:00;62;1.8;1.3
Sodankylä Tähtelä;2005;05;09;03:00;62;17.3;1.2
Sodankylä Tähtelä;2005;05;10;03:00;64;0;2.9
Sodankylä Tähtelä;2005;05;11;03:00;60;3.5;2.2
Sodankylä Tähtelä;2005;05;12;03:00;58;0;4.7
Sodankylä Tähtelä;2005;05;13;03:00;57;0;5.7
Sodankylä Tähtelä;2005;05;14;03:00;53;3.6;4.3
Sodankylä Tähtelä;2005;05;15;03:00;49;0;3.1
Sodankylä Tähtelä;2005;05;16;03:00;47;0.3;3.8
Sodankylä Tähtelä;2005;05;17;03:00;47;5;3
Sodankylä Tähtelä;2005;05;18;03:00;38;-1;6
Sodankylä Tähtelä;2005;05;19;03:00;35;0.1;5.2
Sodankylä Tähtelä;2005;05;20;03:00;30;0.1;6.9
Sodankylä Tähtelä;2005;05;21;03:00;25;0.2;5.9
Sodankylä Tähtelä;2005;05;22;03:00;20;0;9.3
Sodankylä Tähtelä;2005;05;23;03:00;15;-1;12.5
Sodankylä Tähtelä;2005;05;24;03:00;0;4.3;13
Sodankylä Tähtelä;2005;05;25;03:00;-1;0;11.1
Sodankylä Tähtelä;2005;05;26;03:00;-1;8.2;11.5
Sodankylä Tähtelä;2005;05;27;03:00;-1;0.8;6.7
Sodankylä Tähtelä;2005;05;28;03:00;-1;1;4.8
Sodankylä Tähtelä;2005;05;29;03:00;-1;3.8;4.9
Sodankylä Tähtelä;2005;05;30;03:00;-1;0;3.6
Sodankylä Tähtelä;2005;05;31;03:00;-1;-1;6.7
Sodankylä Tähtelä;2005;06;01;03:00;-1;0;5.6
Sodankylä Tähtelä;2005;06;02;03:00;-1;0.1;6.5
Sodankylä Tähtelä;2005;06;03;03:00;-1;0.1;10.5
Sodankylä Tähtelä;2005;06;04;03:00;-1;5.2;11.9
Sodankylä Tähtelä;2005;06;05;03:00;-1;6.2;12.7
Sodankylä Tähtelä;2005;06;06;03:00;-1;6.2;11.2
Sodankylä Tähtelä;2005;06;07;03:00;-1;1.8;6.7
Sodankylä Tähtelä;2005;06;08;03:00;-1;0.1;8.7
Sodankylä Tähtelä;2005;06;09;03:00;-1;-1;12.8
Sodankylä Tähtelä;2005;06;10;03:00;-1;0.1;15.5
Sodankylä Tähtelä;2005;06;11;03:00;-1;-1;17.3
Sodankylä Tähtelä;2005;06;12;03:00;-1;-1;18.4
Sodankylä Tähtelä;2005;06;13;03:00;-1;-1;20.3
Sodankylä Tähtelä;2005;06;14;03:00;-1;0;12.4
Sodankylä Tähtelä;2005;06;15;03:00;-1;-1;12.7
Sodankylä Tähtelä;2005;06;16;03:00;-1;-1;15.3
Sodankylä Tähtelä;2005;06;17;03:00;-1;0.9;15
Sodankylä Tähtelä;2005;06;18;03:00;-1;0;15.3
Sodankylä Tähtelä;2005;06;19;03:00;-1;-1;13.8
Sodankylä Tähtelä;2005;06;20;03:00;-1;-1;16.5
Sodankylä Tähtelä;2005;06;21;03:00;-1;0.9;16.4
Sodankylä Tähtelä;2005;06;22;03:00;-1;1.6;15.5
Sodankylä Tähtelä;2005;06;23;03:00;-1;0;16.7
Sodankylä Tähtelä;2005;06;24;03:00;-1;13.5;13.3
Sodankylä Tähtelä;2005;06;25;03:00;-1;0.1;10.5
Sodankylä Tähtelä;2005;06;26;03:00;-1;0.7;10.3
Sodankylä Tähtelä;2005;06;27;03:00;-1;0;12.6
Sodankylä Tähtelä;2005;06;28;03:00;-1;1.3;12
Sodankylä Tähtelä;2005;06;29;03:00;-1;-1;10.9
Sodankylä Tähtelä;2005;06;30;03:00;-1;-1;13.2
Sodankylä Tähtelä;2005;07;01;03:00;-1;-1;15.8
Sodankylä Tähtelä;2005;07;02;03:00;-1;-1;17.6
Sodankylä Tähtelä;2005;07;03;03:00;-1;-1;19.4
Sodankylä Tähtelä;2005;07;04;03:00;-1;-1;20.9
Sodankylä Tähtelä;2005;07;05;03:00;-1;-1;19.5
Sodankylä Tähtelä;2005;07;06;03:00;-1;-1;16.9
Sodankylä Tähtelä;2005;07;07;03:00;-1;-1;18.7
Sodankylä Tähtelä;2005;07;08;03:00;-1;-1;20.3
Sodankylä Tähtelä;2005;07;09;03:00;-1;-1;22.4
Sodankylä Tähtelä;2005;07;10;03:00;-1;6.1;21.3
Sodankylä Tähtelä;2005;07;11;03:00;-1;0.2;14.8
Sodankylä Tähtelä;2005;07;12;03:00;-1;0;18.1
Sodankylä Tähtelä;2005;07;13;03:00;-1;3.6;14.9
Sodankylä Tähtelä;2005;07;14;03:00;-1;-1;14.3
Sodankylä Tähtelä;2005;07;15;03:00;-1;1.4;15.5
Sodankylä Tähtelä;2005;07;16;03:00;-1;0.4;16.6
Sodankylä Tähtelä;2005;07;17;03:00;-1;0.3;17.6
Sodankylä Tähtelä;2005;07;18;03:00;-1;-1;20.6
Sodankylä Tähtelä;2005;07;19;03:00;-1;2.1;21.7
Sodankylä Tähtelä;2005;07;20;03:00;-1;13.6;14.4
Sodankylä Tähtelä;2005;07;21;03:00;-1;4.9;9.9
Sodankylä Tähtelä;2005;07;22;03:00;-1;9.3;14.1
Sodankylä Tähtelä;2005;07;23;03:00;-1;5.9;11.3
Sodankylä Tähtelä;2005;07;24;03:00;-1;20.3;13.6
Sodankylä Tähtelä;2005;07;25;03:00;-1;0;15.5
Sodankylä Tähtelä;2005;07;26;03:00;-1;0.5;16.6
Sodankylä Tähtelä;2005;07;27;03:00;-1;6.1;16.6
Sodankylä Tähtelä;2005;07;28;03:00;-1;3.6;14
Sodankylä Tähtelä;2005;07;29;03:00;-1;0.6;8.2
Sodankylä Tähtelä;2005;07;30;03:00;-1;0.2;10.9
Sodankylä Tähtelä;2005;07;31;03:00;-1;-1;11.6
Sodankylä Tähtelä;2005;08;01;03:00;-1;-1;12.1
Sodankylä Tähtelä;2005;08;02;03:00;-1;0.1;10.5
Sodankylä Tähtelä;2005;08;03;03:00;-1;-1;11.9
Sodankylä Tähtelä;2005;08;04;03:00;-1;11.2;13.9
Sodankylä Tähtelä;2005;08;05;03:00;-1;12.4;13.4
Sodankylä Tähtelä;2005;08;06;03:00;-1;2.4;14
Sodankylä Tähtelä;2005;08;07;03:00;-1;34.2;13.6
Sodankylä Tähtelä;2005;08;08;03:00;-1;6.9;14.9
Sodankylä Tähtelä;2005;08;09;03:00;-1;0;17.6
Sodankylä Tähtelä;2005;08;10;03:00;-1;0;20.2
Sodankylä Tähtelä;2005;08;11;03:00;-1;0;16.7
Sodankylä Tähtelä;2005;08;12;03:00;-1;8.4;15.3
Sodankylä Tähtelä;2005;08;13;03:00;-1;4.2;13.9
Sodankylä Tähtelä;2005;08;14;03:00;-1;16.4;14.6
Sodankylä Tähtelä;2005;08;15;03:00;-1;1.7;13.3
Sodankylä Tähtelä;2005;08;16;03:00;-1;0.9;11.3
Sodankylä Tähtelä;2005;08;17;03:00;-1;-1;8.8
Sodankylä Tähtelä;2005;08;18;03:00;-1;-1;10.6
Sodankylä Tähtelä;2005;08;19;03:00;-1;0.1;16.1
Sodankylä Tähtelä;2005;08;20;03:00;-1;1.6;13.6
Sodankylä Tähtelä;2005;08;21;03:00;-1;-1;11.4
Sodankylä Tähtelä;2005;08;22;03:00;-1;-1;12.7
Sodankylä Tähtelä;2005;08;23;03:00;-1;3.7;13.7
Sodankylä Tähtelä;2005;08;24;03:00;-1;-1;14.8
Sodankylä Tähtelä;2005;08;25;03:00;-1;-1;17.3
Sodankylä Tähtelä;2005;08;26;03:00;-1;0.4;19
Sodankylä Tähtelä;2005;08;27;03:00;-1;0.6;14.4
Sodankylä Tähtelä;2005;08;28;03:00;-1;2.1;10.5
Sodankylä Tähtelä;2005;08;29;03:00;-1;9.6;11
Sodankylä Tähtelä;2005;08;30;03:00;-1;7.1;10.6
Sodankylä Tähtelä;2005;08;31;03:00;-1;-1;10
Sodankylä Tähtelä;2005;09;01;03:00;-1;-1;10.7
Sodankylä Tähtelä;2005;09;02;03:00;-1;-1;14.8
Sodankylä Tähtelä;2005;09;03;03:00;-1;0.4;9.9
Sodankylä Tähtelä;2005;09;04;03:00;-1;0.3;7.4
Sodankylä Tähtelä;2005;09;05;03:00;-1;-1;8.9
Sodankylä Tähtelä;2005;09;06;03:00;-1;0.6;8.4
Sodankylä Tähtelä;2005;09;07;03:00;-1;12.2;8.9
Sodankylä Tähtelä;2005;09;08;03:00;-1;5.9;6.5
Sodankylä Tähtelä;2005;09;09;03:00;-1;11.2;6
Sodankylä Tähtelä;2005;09;10;03:00;-1;-1;5.6
Sodankylä Tähtelä;2005;09;11;03:00;-1;0;4.3
Sodankylä Tähtelä;2005;09;12;03:00;-1;5.1;9.5
Sodankylä Tähtelä;2005;09;13;03:00;-1;4.8;4.6
Sodankylä Tähtelä;2005;09;14;03:00;-1;12.3;6.2
Sodankylä Tähtelä;2005;09;15;03:00;-1;-1;3
Sodankylä Tähtelä;2005;09;16;03:00;-1;0.1;1.7
Sodankylä Tähtelä;2005;09;17;03:00;-1;0;2.4
Sodankylä Tähtelä;2005;09;18;03:00;-1;1.1;3.9
Sodankylä Tähtelä;2005;09;19;03:00;-1;-1;5.8
Sodankylä Tähtelä;2005;09;20;03:00;-1;0;9.5
Sodankylä Tähtelä;2005;09;21;03:00;-1;0.1;6.1
Sodankylä Tähtelä;2005;09;22;03:00;-1;0;4.3
Sodankylä Tähtelä;2005;09;23;03:00;-1;0;8.9
Sodankylä Tähtelä;2005;09;24;03:00;-1;0;10
Sodankylä Tähtelä;2005;09;25;03:00;-1;0;6.2
Sodankylä Tähtelä;2005;09;26;03:00;-1;0;10.9
Sodankylä Tähtelä;2005;09;27;03:00;-1;1.7;11.2
Sodankylä Tähtelä;2005;09;28;03:00;-1;3.9;10.9
Sodankylä Tähtelä;2005;09;29;03:00;-1;0.1;8.4
Sodankylä Tähtelä;2005;09;30;03:00;-1;0;7.6
Sodankylä Tähtelä;2005;10;01;03:00;-1;0;9.6
Sodankylä Tähtelä;2005;10;02;03:00;-1;3.6;9.8
Sodankylä Tähtelä;2005;10;03;03:00;-1;0;8.4
Sodankylä Tähtelä;2005;10;04;03:00;-1;-1;5.6
Sodankylä Tähtelä;2005;10;05;03:00;-1;-1;6.6
Sodankylä Tähtelä;2005;10;06;03:00;-1;0;7.3
Sodankylä Tähtelä;2005;10;07;03:00;-1;-1;7
Sodankylä Tähtelä;2005;10;08;03:00;-1;0;8.2
Sodankylä Tähtelä;2005;10;09;03:00;-1;5.1;10.7
Sodankylä Tähtelä;2005;10;10;03:00;-1;-1;7.6
Sodankylä Tähtelä;2005;10;11;03:00;-1;-1;10.1
Sodankylä Tähtelä;2005;10;12;03:00;-1;-1;10.1
Sodankylä Tähtelä;2005;10;13;03:00;-1;0.1;8.9
Sodankylä Tähtelä;2005;10;14;03:00;-1;1.5;7.1
Sodankylä Tähtelä;2005;10;15;03:00;-1;0.2;2.8
Sodankylä Tähtelä;2005;10;16;03:00;-1;1.7;0.6
Sodankylä Tähtelä;2005;10;17;03:00;-1;0;3.2
Sodankylä Tähtelä;2005;10;18;03:00;-1;-1;1.3
Sodankylä Tähtelä;2005;10;19;03:00;-1;3.6;-1.4
Sodankylä Tähtelä;2005;10;20;03:00;2;3.3;1.8
Sodankylä Tähtelä;2005;10;21;03:00;0;0.5;-2.2
Sodankylä Tähtelä;2005;10;22;03:00;0;2.8;-2
Sodankylä Tähtelä;2005;10;23;03:00;5;-1;-6.7
Sodankylä Tähtelä;2005;10;24;03:00;4;-1;-11.7
Sodankylä Tähtelä;2005;10;25;03:00;4;0;-13.8
Sodankylä Tähtelä;2005;10;26;03:00;4;0;-13.8
Sodankylä Tähtelä;2005;10;27;03:00;4;0.1;-13.7
Sodankylä Tähtelä;2005;10;28;03:00;4;0.6;-2.3
Sodankylä Tähtelä;2005;10;29;03:00;-1;0;6.3
Sodankylä Tähtelä;2005;10;30;03:00;-1;0;6.2
Sodankylä Tähtelä;2005;10;31;02:00;-1;0.5;6.3
Sodankylä Tähtelä;2005;11;01;02:00;-1;1.7;6.2
Sodankylä Tähtelä;2005;11;02;02:00;-1;2;5.4
Sodankylä Tähtelä;2005;11;03;02:00;-1;0.8;4.3
Sodankylä Tähtelä;2005;11;04;02:00;-1;4.3;6
Sodankylä Tähtelä;2005;11;05;02:00;-1;2.6;2.4
Sodankylä Tähtelä;2005;11;06;02:00;-1;4.5;-5.8
Sodankylä Tähtelä;2005;11;07;02:00;6;4.9;-1
Sodankylä Tähtelä;2005;11;08;02:00;5;0.3;1.2
Sodankylä Tähtelä;2005;11;09;02:00;1;2.2;4
