Observation station;Year;Month;Day;Time [Local time];Snow depth [cm];Precipitation amount [mm];Average temperature [°C]
Sodankylä Tähtelä;2003;08;14;03:00;-1;0.1;13.1
Sodankylä Tähtelä;2003;08;15;03:00;-1;-1;14.1
Sodankylä Tähtelä;2003;08;16;03:00;-1;-1;11.7
Sodankylä Tähtelä;2003;08;17;03:00;-1;0.9;10.6
Sodankylä Tähtelä;2003;08;18;03:00;-1;0;10.8
Sodankylä Tähtelä;2003;08;19;03:00;-1;1.2;12
Sodankylä Tähtelä;2003;08;20;03:00;-1;1.6;12.1
Sodankylä Tähtelä;2003;08;21;03:00;-1;7;12.8
Sodankylä Tähtelä;2003;08;22;03:00;-1;8.5;13.3
Sodankylä Tähtelä;2003;08;23;03:00;-1;0;11.1
Sodankylä Tähtelä;2003;08;24;03:00;-1;-1;9.7
Sodankylä Tähtelä;2003;08;25;03:00;-1;0.1;8.7
Sodankylä Tähtelä;2003;08;26;03:00;-1;2.4;7.3
Sodankylä Tähtelä;2003;08;27;03:00;-1;10.5;6.8
Sodankylä Tähtelä;2003;08;28;03:00;-1;3.7;7.6
Sodankylä Tähtelä;2003;08;29;03:00;-1;0.7;8.1
Sodankylä Tähtelä;2003;08;30;03:00;-1;0.8;5.3
Sodankylä Tähtelä;2003;08;31;03:00;-1;0.2;3.7
Sodankylä Tähtelä;2003;09;01;03:00;-1;0;2.3
Sodankylä Tähtelä;2003;09;02;03:00;-1;0;2.9
Sodankylä Tähtelä;2003;09;03;03:00;-1;2.8;4
Sodankylä Tähtelä;2003;09;04;03:00;-1;-1;8.2
Sodankylä Tähtelä;2003;09;05;03:00;-1;0;8.1
Sodankylä Tähtelä;2003;09;06;03:00;-1;-1;12
Sodankylä Tähtelä;2003;09;07;03:00;-1;-1;13.3
Sodankylä Tähtelä;2003;09;08;03:00;-1;-1;11.1
Sodankylä Tähtelä;2003;09;09;03:00;-1;-1;10.8
Sodankylä Tähtelä;2003;09;10;03:00;-1;-1;10.5
Sodankylä Tähtelä;2003;09;11;03:00;-1;-1;11.6
Sodankylä Tähtelä;2003;09;12;03:00;-1;0;9
Sodankylä Tähtelä;2003;09;13;03:00;-1;0;9.7
Sodankylä Tähtelä;2003;09;14;03:00;-1;0.3;10.3
Sodankylä Tähtelä;2003;09;15;03:00;-1;1.5;10.8
Sodankylä Tähtelä;2003;09;16;03:00;-1;-1;7.4
Sodankylä Tähtelä;2003;09;17;03:00;-1;0;4.2
Sodankylä Tähtelä;2003;09;18;03:00;-1;9.1;5.8
Sodankylä Tähtelä;2003;09;19;03:00;-1;0.7;3.5
Sodankylä Tähtelä;2003;09;20;03:00;-1;0.3;2
Sodankylä Tähtelä;2003;09;21;03:00;-1;0.6;5.9
Sodankylä Tähtelä;2003;09;22;03:00;-1;5.4;7.9
Sodankylä Tähtelä;2003;09;23;03:00;-1;14;9.1
Sodankylä Tähtelä;2003;09;24;03:00;-1;4.9;4.6
Sodankylä Tähtelä;2003;09;25;03:00;-1;0.8;3.8
Sodankylä Tähtelä;2003;09;26;03:00;-1;3;0.8
Sodankylä Tähtelä;2003;09;27;03:00;0;1.2;1.5
Sodankylä Tähtelä;2003;09;28;03:00;-1;0.1;0.2
Sodankylä Tähtelä;2003;09;29;03:00;-1;6.8;3.3
Sodankylä Tähtelä;2003;09;30;03:00;-1;1.5;3.3
Sodankylä Tähtelä;2003;10;01;03:00;-1;0;2.2
Sodankylä Tähtelä;2003;10;02;03:00;-1;0;1.4
Sodankylä Tähtelä;2003;10;03;03:00;-1;0.1;3.2
Sodankylä Tähtelä;2003;10;04;03:00;-1;0.7;7.8
Sodankylä Tähtelä;2003;10;05;03:00;-1;5.6;7.3
Sodankylä Tähtelä;2003;10;06;03:00;-1;2.2;6
Sodankylä Tähtelä;2003;10;07;03:00;-1;7.8;4.4
Sodankylä Tähtelä;2003;10;08;03:00;-1;1.6;5.7
Sodankylä Tähtelä;2003;10;09;03:00;-1;-1;5
Sodankylä Tähtelä;2003;10;10;03:00;-1;0;2.6
Sodankylä Tähtelä;2003;10;11;03:00;-1;0.9;0.2
Sodankylä Tähtelä;2003;10;12;03:00;-1;0.3;2.2
Sodankylä Tähtelä;2003;10;13;03:00;-1;-1;-0.1
Sodankylä Tähtelä;2003;10;14;03:00;-1;-1;-0.4
Sodankylä Tähtelä;2003;10;15;03:00;-1;0;-1.9
Sodankylä Tähtelä;2003;10;16;03:00;-1;2.3;4.1
Sodankylä Tähtelä;2003;10;17;03:00;-1;5;4.5
Sodankylä Tähtelä;2003;10;18;03:00;6;0.5;-1.9
Sodankylä Tähtelä;2003;10;19;03:00;3;0;-2.8
Sodankylä Tähtelä;2003;10;20;03:00;4;-1;-4.5
Sodankylä Tähtelä;2003;10;21;03:00;3;0;-5.7
Sodankylä Tähtelä;2003;10;22;03:00;3;-1;-5.6
Sodankylä Tähtelä;2003;10;23;03:00;3;0.7;-6.6
Sodankylä Tähtelä;2003;10;24;03:00;6;0.8;-6
Sodankylä Tähtelä;2003;10;25;03:00;6;0.5;-4.7
Sodankylä Tähtelä;2003;10;26;03:00;6;0.3;-8
Sodankylä Tähtelä;2003;10;27;02:00;6;8.4;-6.1
Sodankylä Tähtelä;2003;10;28;02:00;16;-1;1.1
Sodankylä Tähtelä;2003;10;29;02:00;15;-1;0.3
Sodankylä Tähtelä;2003;10;30;02:00;14;0;-7.8
Sodankylä Tähtelä;2003;10;31;02:00;14;0.3;-1
Sodankylä Tähtelä;2003;11;01;02:00;13;2.1;0.3
Sodankylä Tähtelä;2003;11;02;02:00;12;2.2;1
Sodankylä Tähtelä;2003;11;03;02:00;12;0.6;1.8
Sodankylä Tähtelä;2003;11;04;02:00;10;1.5;1.8
Sodankylä Tähtelä;2003;11;05;02:00;6;0;0.8
Sodankylä Tähtelä;2003;11;06;02:00;5;0.1;1.2
Sodankylä Tähtelä;2003;11;07;02:00;5;-1;5.3
Sodankylä Tähtelä;2003;11;08;02:00;4;0;0.1
Sodankylä Tähtelä;2003;11;09;02:00;4;-1;-2.3
Sodankylä Tähtelä;2003;11;10;02:00;4;0.1;-1.2
Sodankylä Tähtelä;2003;11;11;02:00;4;0.1;-2.3
Sodankylä Tähtelä;2003;11;12;02:00;4;0.1;-2.2
Sodankylä Tähtelä;2003;11;13;02:00;4;0.2;-5.9
Sodankylä Tähtelä;2003;11;14;02:00;4;0.8;-2.4
Sodankylä Tähtelä;2003;11;15;02:00;4;0.6;-2.1
Sodankylä Tähtelä;2003;11;16;02:00;6;4.4;-0.2
Sodankylä Tähtelä;2003;11;17;02:00;11;0.1;-2.8
Sodankylä Tähtelä;2003;11;18;02:00;11;0.1;-11.4
Sodankylä Tähtelä;2003;11;19;02:00;11;0.1;-9.5
Sodankylä Tähtelä;2003;11;20;02:00;11;1.8;-7
Sodankylä Tähtelä;2003;11;21;02:00;12;0.1;-7.6
Sodankylä Tähtelä;2003;11;22;02:00;12;0.1;-11.1
Sodankylä Tähtelä;2003;11;23;02:00;12;0.1;-12
Sodankylä Tähtelä;2003;11;24;02:00;12;0.7;-15.4
Sodankylä Tähtelä;2003;11;25;02:00;13;0;-12.1
Sodankylä Tähtelä;2003;11;26;02:00;13;0.1;-17.5
Sodankylä Tähtelä;2003;11;27;02:00;13;0.5;-8.1
Sodankylä Tähtelä;2003;11;28;02:00;13;4;-2
Sodankylä Tähtelä;2003;11;29;02:00;13;0.8;0.2
Sodankylä Tähtelä;2003;11;30;02:00;13;0.1;0.6
Sodankylä Tähtelä;2003;12;01;02:00;13;1.8;1.7
Sodankylä Tähtelä;2003;12;02;02:00;11;0.1;-1.5
Sodankylä Tähtelä;2003;12;03;02:00;11;0.1;-1.9
Sodankylä Tähtelä;2003;12;04;02:00;11;3.5;1
Sodankylä Tähtelä;2003;12;05;02:00;13;-1;-3.1
Sodankylä Tähtelä;2003;12;06;02:00;13;-1;-9.1
Sodankylä Tähtelä;2003;12;07;02:00;13;3.1;-6.2
Sodankylä Tähtelä;2003;12;08;02:00;18;-1;-3.9
Sodankylä Tähtelä;2003;12;09;02:00;18;1.3;-13.9
Sodankylä Tähtelä;2003;12;10;02:00;19;0.7;-1.8
Sodankylä Tähtelä;2003;12;11;02:00;19;1.6;-1.5
Sodankylä Tähtelä;2003;12;12;02:00;22;0.7;-3.2
Sodankylä Tähtelä;2003;12;13;02:00;22;0;-12.5
Sodankylä Tähtelä;2003;12;14;02:00;22;2;-6.7
Sodankylä Tähtelä;2003;12;15;02:00;22;0.6;-9.3
Sodankylä Tähtelä;2003;12;16;02:00;22;0;-21.9
Sodankylä Tähtelä;2003;12;17;02:00;22;0.5;-21.9
Sodankylä Tähtelä;2003;12;18;02:00;22;3.9;-18.5
Sodankylä Tähtelä;2003;12;19;02:00;26;4.2;-8.2
Sodankylä Tähtelä;2003;12;20;02:00;28;0;-20.4
Sodankylä Tähtelä;2003;12;21;02:00;28;-1;-32.3
Sodankylä Tähtelä;2003;12;22;02:00;28;-1;-35.6
Sodankylä Tähtelä;2003;12;23;02:00;28;0;-33.8
Sodankylä Tähtelä;2003;12;24;02:00;27;3.9;-20.5
Sodankylä Tähtelä;2003;12;25;02:00;31;1.4;-3.8
Sodankylä Tähtelä;2003;12;26;02:00;33;0.1;-13.4
Sodankylä Tähtelä;2003;12;27;02:00;32;5.7;-16.8
Sodankylä Tähtelä;2003;12;28;02:00;37;1;-3.3
Sodankylä Tähtelä;2003;12;29;02:00;36;0.1;-8.4
Sodankylä Tähtelä;2003;12;30;02:00;36;0.7;-7.7
Sodankylä Tähtelä;2003;12;31;02:00;36;0;-20.4
Sodankylä Tähtelä;2004;01;01;02:00;35;0.1;-29.6
Sodankylä Tähtelä;2004;01;02;02:00;35;0.1;-22
Sodankylä Tähtelä;2004;01;03;02:00;35;0.9;-18.9
Sodankylä Tähtelä;2004;01;04;02:00;42;0.2;-14.7
Sodankylä Tähtelä;2004;01;05;02:00;42;0.2;-15.5
Sodankylä Tähtelä;2004;01;06;02:00;43;0.1;-15.2
Sodankylä Tähtelä;2004;01;07;02:00;43;2.4;-10.1
Sodankylä Tähtelä;2004;01;08;02:00;39;0.1;-2.8
Sodankylä Tähtelä;2004;01;09;02:00;38;0.4;-3.6
Sodankylä Tähtelä;2004;01;10;02:00;38;0;-4.8
Sodankylä Tähtelä;2004;01;11;02:00;37;1.1;-4.5
Sodankylä Tähtelä;2004;01;12;02:00;37;0.3;-8.4
Sodankylä Tähtelä;2004;01;13;02:00;39;0.3;-9.5
Sodankylä Tähtelä;2004;01;14;02:00;39;1.3;-5.8
Sodankylä Tähtelä;2004;01;15;02:00;40;1.4;-6.2
Sodankylä Tähtelä;2004;01;16;02:00;41;4.1;-7.8
Sodankylä Tähtelä;2004;01;17;02:00;44;0.8;-14.4
Sodankylä Tähtelä;2004;01;18;02:00;44;0.6;-16.8
Sodankylä Tähtelä;2004;01;19;02:00;44;0.5;-14.6
Sodankylä Tähtelä;2004;01;20;02:00;45;0.1;-19
Sodankylä Tähtelä;2004;01;21;02:00;45;0;-13.6
Sodankylä Tähtelä;2004;01;22;02:00;44;0.1;-22.4
Sodankylä Tähtelä;2004;01;23;02:00;43;0.6;-5.7
Sodankylä Tähtelä;2004;01;24;02:00;43;1;-2.8
Sodankylä Tähtelä;2004;01;25;02:00;43;0.2;-1.8
Sodankylä Tähtelä;2004;01;26;02:00;42;1.3;-7.5
Sodankylä Tähtelä;2004;01;27;02:00;43;2.6;-7
Sodankylä Tähtelä;2004;01;28;02:00;48;2.2;-9.4
Sodankylä Tähtelä;2004;01;29;02:00;49;1;-11.1
Sodankylä Tähtelä;2004;01;30;02:00;50;3.5;-12
Sodankylä Tähtelä;2004;01;31;02:00;53;3.9;-11.8
Sodankylä Tähtelä;2004;02;01;02:00;56;0.5;-9.6
Sodankylä Tähtelä;2004;02;02;02:00;56;6.1;-13.8
Sodankylä Tähtelä;2004;02;03;02:00;59;0.7;-9.5
Sodankylä Tähtelä;2004;02;04;02:00;59;9.9;-9.3
Sodankylä Tähtelä;2004;02;05;02:00;64;0.4;-9.6
Sodankylä Tähtelä;2004;02;06;02:00;63;1.6;-13.2
Sodankylä Tähtelä;2004;02;07;02:00;64;0.1;-20.3
Sodankylä Tähtelä;2004;02;08;02:00;64;1.8;-21.3
Sodankylä Tähtelä;2004;02;09;02:00;64;1.4;-21.4
Sodankylä Tähtelä;2004;02;10;02:00;67;-1;-22.3
Sodankylä Tähtelä;2004;02;11;02:00;66;-1;-26.1
Sodankylä Tähtelä;2004;02;12;02:00;65;0.7;-13
Sodankylä Tähtelä;2004;02;13;02:00;64;4.3;-9.3
Sodankylä Tähtelä;2004;02;14;02:00;66;1.9;-4.5
Sodankylä Tähtelä;2004;02;15;02:00;67;0;-3.8
Sodankylä Tähtelä;2004;02;16;02:00;66;2.9;-9.3
Sodankylä Tähtelä;2004;02;17;02:00;71;1.2;-11.3
Sodankylä Tähtelä;2004;02;18;02:00;70;0.1;-11.7
Sodankylä Tähtelä;2004;02;19;02:00;71;0.7;-8.3
Sodankylä Tähtelä;2004;02;20;02:00;70;1.9;3
Sodankylä Tähtelä;2004;02;21;02:00;64;0.5;-1.2
Sodankylä Tähtelä;2004;02;22;02:00;63;-1;-7.4
Sodankylä Tähtelä;2004;02;23;02:00;63;0;-17.8
Sodankylä Tähtelä;2004;02;24;02:00;63;0;-15.4
Sodankylä Tähtelä;2004;02;25;02:00;63;0.5;-11.7
Sodankylä Tähtelä;2004;02;26;02:00;63;1.8;-10.7
Sodankylä Tähtelä;2004;02;27;02:00;65;0.1;-17
Sodankylä Tähtelä;2004;02;28;02:00;65;0.1;-23.3
Sodankylä Tähtelä;2004;02;29;02:00;65;5.5;-20.3
Sodankylä Tähtelä;2004;03;01;02:00;73;0.5;-12.4
Sodankylä Tähtelä;2004;03;02;02:00;71;0.1;-13.8
Sodankylä Tähtelä;2004;03;03;02:00;71;-1;-11
Sodankylä Tähtelä;2004;03;04;02:00;69;-1;-16.1
Sodankylä Tähtelä;2004;03;05;02:00;69;-1;-12.8
Sodankylä Tähtelä;2004;03;06;02:00;68;0.1;-9.4
Sodankylä Tähtelä;2004;03;07;02:00;68;-1;-6.7
Sodankylä Tähtelä;2004;03;08;02:00;65;-1;-12.7
Sodankylä Tähtelä;2004;03;09;02:00;65;-1;-6
Sodankylä Tähtelä;2004;03;10;02:00;65;-1;-1.2
Sodankylä Tähtelä;2004;03;11;02:00;64;-1;-2.9
Sodankylä Tähtelä;2004;03;12;02:00;64;0.1;-6
Sodankylä Tähtelä;2004;03;13;02:00;64;0;-5.3
Sodankylä Tähtelä;2004;03;14;02:00;64;0.4;-5.8
Sodankylä Tähtelä;2004;03;15;02:00;64;6.8;0.1
Sodankylä Tähtelä;2004;03;16;02:00;70;3.7;0.2
Sodankylä Tähtelä;2004;03;17;02:00;70;-1;-3.1
Sodankylä Tähtelä;2004;03;18;02:00;69;0.1;-1.5
Sodankylä Tähtelä;2004;03;19;02:00;69;-1;-0.8
Sodankylä Tähtelä;2004;03;20;02:00;69;0.2;0.8
Sodankylä Tähtelä;2004;03;21;02:00;67;0.2;-2.4
Sodankylä Tähtelä;2004;03;22;02:00;67;1.3;-7
Sodankylä Tähtelä;2004;03;23;02:00;70;0.5;-6.5
Sodankylä Tähtelä;2004;03;24;02:00;70;0.4;-8
Sodankylä Tähtelä;2004;03;25;02:00;70;0.1;-8.8
Sodankylä Tähtelä;2004;03;26;02:00;69;1.8;-9.7
Sodankylä Tähtelä;2004;03;27;02:00;70;4;-7
Sodankylä Tähtelä;2004;03;28;02:00;75;0;-2.9
Sodankylä Tähtelä;2004;03;29;03:00;74;0.1;-6.8
Sodankylä Tähtelä;2004;03;30;03:00;73;0.5;-3
Sodankylä Tähtelä;2004;03;31;03:00;73;-1;-6.5
Sodankylä Tähtelä;2004;04;01;03:00;71;-1;-10.2
Sodankylä Tähtelä;2004;04;02;03:00;70;0;-7.1
Sodankylä Tähtelä;2004;04;03;03:00;70;0;-3.8
Sodankylä Tähtelä;2004;04;04;03:00;70;-1;-5.8
Sodankylä Tähtelä;2004;04;05;03:00;69;-1;-2.7
Sodankylä Tähtelä;2004;04;06;03:00;68;-1;-1.9
Sodankylä Tähtelä;2004;04;07;03:00;68;-1;-0.6
Sodankylä Tähtelä;2004;04;08;03:00;66;-1;1
Sodankylä Tähtelä;2004;04;09;03:00;65;4.9;1.9
Sodankylä Tähtelä;2004;04;10;03:00;63;-1;-0.2
Sodankylä Tähtelä;2004;04;11;03:00;62;0.1;-2.9
Sodankylä Tähtelä;2004;04;12;03:00;62;-1;-1.7
Sodankylä Tähtelä;2004;04;13;03:00;60;2.7;-2.1
Sodankylä Tähtelä;2004;04;14;03:00;62;1.7;0
Sodankylä Tähtelä;2004;04;15;03:00;66;0;1.6
Sodankylä Tähtelä;2004;04;16;03:00;63;0.2;2.5
Sodankylä Tähtelä;2004;04;17;03:00;60;-1;4
Sodankylä Tähtelä;2004;04;18;03:00;55;-1;3.7
Sodankylä Tähtelä;2004;04;19;03:00;52;0.1;3.2
Sodankylä Tähtelä;2004;04;20;03:00;49;0.5;-3.1
Sodankylä Tähtelä;2004;04;21;03:00;50;-1;-3.2
Sodankylä Tähtelä;2004;04;22;03:00;49;-1;-4
Sodankylä Tähtelä;2004;04;23;03:00;49;-1;-2.7
Sodankylä Tähtelä;2004;04;24;03:00;49;-1;-2.7
Sodankylä Tähtelä;2004;04;25;03:00;49;-1;-0.2
Sodankylä Tähtelä;2004;04;26;03:00;48;-1;4.5
Sodankylä Tähtelä;2004;04;27;03:00;46;-1;4.5
Sodankylä Tähtelä;2004;04;28;03:00;43;-1;4.4
Sodankylä Tähtelä;2004;04;29;03:00;40;-1;4.9
Sodankylä Tähtelä;2004;04;30;03:00;37;0.1;5
Sodankylä Tähtelä;2004;05;01;03:00;35;-1;2.7
Sodankylä Tähtelä;2004;05;02;03:00;33;0.1;3.5
Sodankylä Tähtelä;2004;05;03;03:00;29;0.1;9
Sodankylä Tähtelä;2004;05;04;03:00;25;0.1;10.2
Sodankylä Tähtelä;2004;05;05;03:00;14;-1;12.1
Sodankylä Tähtelä;2004;05;06;03:00;5;-1;12
Sodankylä Tähtelä;2004;05;07;03:00;0;-1;12.5
Sodankylä Tähtelä;2004;05;08;03:00;-1;0;14.8
Sodankylä Tähtelä;2004;05;09;03:00;-1;0.3;5
Sodankylä Tähtelä;2004;05;10;03:00;-1;0;0.1
Sodankylä Tähtelä;2004;05;11;03:00;-1;0;-0.9
Sodankylä Tähtelä;2004;05;12;03:00;-1;0.1;0
Sodankylä Tähtelä;2004;05;13;03:00;-1;0.1;0.7
Sodankylä Tähtelä;2004;05;14;03:00;-1;1.4;2.1
Sodankylä Tähtelä;2004;05;15;03:00;-1;11.6;2
Sodankylä Tähtelä;2004;05;16;03:00;2;5.9;0.2
Sodankylä Tähtelä;2004;05;17;03:00;2;4.8;3.2
Sodankylä Tähtelä;2004;05;18;03:00;-1;8.9;5
Sodankylä Tähtelä;2004;05;19;03:00;-1;0.7;7.1
Sodankylä Tähtelä;2004;05;20;03:00;-1;7.8;7.4
Sodankylä Tähtelä;2004;05;21;03:00;-1;4.9;6.4
Sodankylä Tähtelä;2004;05;22;03:00;-1;2.5;5
Sodankylä Tähtelä;2004;05;23;03:00;-1;0.2;3.4
Sodankylä Tähtelä;2004;05;24;03:00;-1;1.4;3.4
Sodankylä Tähtelä;2004;05;25;03:00;-1;0.3;3.9
Sodankylä Tähtelä;2004;05;26;03:00;-1;0;5.5
Sodankylä Tähtelä;2004;05;27;03:00;-1;-1;6.3
Sodankylä Tähtelä;2004;05;28;03:00;-1;-1;7.2
Sodankylä Tähtelä;2004;05;29;03:00;-1;-1;5.9
Sodankylä Tähtelä;2004;05;30;03:00;-1;-1;5.9
Sodankylä Tähtelä;2004;05;31;03:00;-1;0;7.3
Sodankylä Tähtelä;2004;06;01;03:00;-1;0;6.3
Sodankylä Tähtelä;2004;06;02;03:00;-1;0;6.4
Sodankylä Tähtelä;2004;06;03;03:00;-1;-1;11.1
Sodankylä Tähtelä;2004;06;04;03:00;-1;-1;8.4
Sodankylä Tähtelä;2004;06;05;03:00;-1;14.6;7.5
Sodankylä Tähtelä;2004;06;06;03:00;-1;0.3;5.4
Sodankylä Tähtelä;2004;06;07;03:00;-1;0.3;4.9
Sodankylä Tähtelä;2004;06;08;03:00;-1;0.1;5.9
Sodankylä Tähtelä;2004;06;09;03:00;-1;0;7.5
Sodankylä Tähtelä;2004;06;10;03:00;-1;1.1;9.6
Sodankylä Tähtelä;2004;06;11;03:00;-1;0.2;11.8
Sodankylä Tähtelä;2004;06;12;03:00;-1;1.5;13.4
Sodankylä Tähtelä;2004;06;13;03:00;-1;1;11.6
Sodankylä Tähtelä;2004;06;14;03:00;-1;6;8.6
Sodankylä Tähtelä;2004;06;15;03:00;-1;0.6;8.6
Sodankylä Tähtelä;2004;06;16;03:00;-1;1.4;5.7
Sodankylä Tähtelä;2004;06;17;03:00;-1;0.2;7.3
Sodankylä Tähtelä;2004;06;18;03:00;-1;0;9.8
Sodankylä Tähtelä;2004;06;19;03:00;-1;0.4;11.6
Sodankylä Tähtelä;2004;06;20;03:00;-1;0.5;13.9
Sodankylä Tähtelä;2004;06;21;03:00;-1;0.5;13.8
Sodankylä Tähtelä;2004;06;22;03:00;-1;-1;15
Sodankylä Tähtelä;2004;06;23;03:00;-1;1.6;13.5
Sodankylä Tähtelä;2004;06;24;03:00;-1;2.4;15.1
Sodankylä Tähtelä;2004;06;25;03:00;-1;6.9;12.9
Sodankylä Tähtelä;2004;06;26;03:00;-1;1.4;16.8
Sodankylä Tähtelä;2004;06;27;03:00;-1;-1;17.8
Sodankylä Tähtelä;2004;06;28;03:00;-1;15.9;12.7
Sodankylä Tähtelä;2004;06;29;03:00;-1;3;8.9
Sodankylä Tähtelä;2004;06;30;03:00;-1;0;16.1
Sodankylä Tähtelä;2004;07;01;03:00;-1;12.8;21.5
Sodankylä Tähtelä;2004;07;02;03:00;-1;3.6;17.5
Sodankylä Tähtelä;2004;07;03;03:00;-1;15.2;15.8
Sodankylä Tähtelä;2004;07;04;03:00;-1;0.2;15.4
Sodankylä Tähtelä;2004;07;05;03:00;-1;0.4;17.3
Sodankylä Tähtelä;2004;07;06;03:00;-1;5.5;18.6
Sodankylä Tähtelä;2004;07;07;03:00;-1;0.1;16.8
Sodankylä Tähtelä;2004;07;08;03:00;-1;4.5;14.4
Sodankylä Tähtelä;2004;07;09;03:00;-1;0.6;12.9
Sodankylä Tähtelä;2004;07;10;03:00;-1;3.3;14.1
Sodankylä Tähtelä;2004;07;11;03:00;-1;0.1;14.7
Sodankylä Tähtelä;2004;07;12;03:00;-1;6.3;16.2
Sodankylä Tähtelä;2004;07;13;03:00;-1;6.4;15.4
Sodankylä Tähtelä;2004;07;14;03:00;-1;3.1;14.9
Sodankylä Tähtelä;2004;07;15;03:00;-1;5.2;14.9
Sodankylä Tähtelä;2004;07;16;03:00;-1;0;13.6
Sodankylä Tähtelä;2004;07;17;03:00;-1;1.8;15.8
Sodankylä Tähtelä;2004;07;18;03:00;-1;-1;16.3
Sodankylä Tähtelä;2004;07;19;03:00;-1;-1;18.8
Sodankylä Tähtelä;2004;07;20;03:00;-1;0.3;18.9
Sodankylä Tähtelä;2004;07;21;03:00;-1;0.5;12.9
Sodankylä Tähtelä;2004;07;22;03:00;-1;-1;13.7
Sodankylä Tähtelä;2004;07;23;03:00;-1;-1;17.1
Sodankylä Tähtelä;2004;07;24;03:00;-1;-1;16.8
Sodankylä Tähtelä;2004;07;25;03:00;-1;0.3;18.7
Sodankylä Tähtelä;2004;07;26;03:00;-1;0;19.5
Sodankylä Tähtelä;2004;07;27;03:00;-1;21.3;17
Sodankylä Tähtelä;2004;07;28;03:00;-1;0.1;15.5
Sodankylä Tähtelä;2004;07;29;03:00;-1;-1;14.4
Sodankylä Tähtelä;2004;07;30;03:00;-1;-1;16.3
Sodankylä Tähtelä;2004;07;31;03:00;-1;-1;17.8
Sodankylä Tähtelä;2004;08;01;03:00;-1;-1;17.1
Sodankylä Tähtelä;2004;08;02;03:00;-1;1.6;16.8
Sodankylä Tähtelä;2004;08;03;03:00;-1;7.8;17.2
Sodankylä Tähtelä;2004;08;04;03:00;-1;0.9;17.6
Sodankylä Tähtelä;2004;08;05;03:00;-1;-1;19.1
Sodankylä Tähtelä;2004;08;06;03:00;-1;5.8;19.3
Sodankylä Tähtelä;2004;08;07;03:00;-1;4;18.2
Sodankylä Tähtelä;2004;08;08;03:00;-1;0;15.2
Sodankylä Tähtelä;2004;08;09;03:00;-1;0;14.6
Sodankylä Tähtelä;2004;08;10;03:00;-1;4.9;14.1
Sodankylä Tähtelä;2004;08;11;03:00;-1;1.8;12
Sodankylä Tähtelä;2004;08;12;03:00;-1;0.1;9.9
Sodankylä Tähtelä;2004;08;13;03:00;-1;0.9;7.7
Sodankylä Tähtelä;2004;08;14;03:00;-1;0;6.2
Sodankylä Tähtelä;2004;08;15;03:00;-1;-1;7.4
Sodankylä Tähtelä;2004;08;16;03:00;-1;4.3;8.9
Sodankylä Tähtelä;2004;08;17;03:00;-1;3.9;9
Sodankylä Tähtelä;2004;08;18;03:00;-1;1;9.1
Sodankylä Tähtelä;2004;08;19;03:00;-1;1;11
Sodankylä Tähtelä;2004;08;20;03:00;-1;17.1;7.8
Sodankylä Tähtelä;2004;08;21;03:00;-1;2.5;12.9
Sodankylä Tähtelä;2004;08;22;03:00;-1;4;13.5
Sodankylä Tähtelä;2004;08;23;03:00;-1;13.6;11.4
Sodankylä Tähtelä;2004;08;24;03:00;-1;8;6.8
Sodankylä Tähtelä;2004;08;25;03:00;-1;4.9;7.1
Sodankylä Tähtelä;2004;08;26;03:00;-1;-1;7.8
Sodankylä Tähtelä;2004;08;27;03:00;-1;-1;7.9
Sodankylä Tähtelä;2004;08;28;03:00;-1;2.7;10.2
Sodankylä Tähtelä;2004;08;29;03:00;-1;0.4;12.4
Sodankylä Tähtelä;2004;08;30;03:00;-1;-1;13.4
Sodankylä Tähtelä;2004;08;31;03:00;-1;-1;11.7
Sodankylä Tähtelä;2004;09;01;03:00;-1;5.8;12.8
Sodankylä Tähtelä;2004;09;02;03:00;-1;0.4;13.8
Sodankylä Tähtelä;2004;09;03;03:00;-1;0;12
Sodankylä Tähtelä;2004;09;04;03:00;-1;0.1;12.5
Sodankylä Tähtelä;2004;09;05;03:00;-1;-1;13.3
Sodankylä Tähtelä;2004;09;06;03:00;-1;-1;10.1
Sodankylä Tähtelä;2004;09;07;03:00;-1;0.8;7.3
Sodankylä Tähtelä;2004;09;08;03:00;-1;0;3.2
Sodankylä Tähtelä;2004;09;09;03:00;-1;0.1;5
Sodankylä Tähtelä;2004;09;10;03:00;-1;0.4;10.6
Sodankylä Tähtelä;2004;09;11;03:00;-1;-1;5.9
Sodankylä Tähtelä;2004;09;12;03:00;-1;7.7;4.6
Sodankylä Tähtelä;2004;09;13;03:00;-1;0;4.7
Sodankylä Tähtelä;2004;09;14;03:00;-1;11.2;1.8
Sodankylä Tähtelä;2004;09;15;03:00;-1;0;3.4
Sodankylä Tähtelä;2004;09;16;03:00;-1;0;4.6
Sodankylä Tähtelä;2004;09;17;03:00;-1;-1;3
Sodankylä Tähtelä;2004;09;18;03:00;-1;0.5;1.6
Sodankylä Tähtelä;2004;09;19;03:00;-1;8;5.2
Sodankylä Tähtelä;2004;09;20;03:00;-1;0.8;8.4
Sodankylä Tähtelä;2004;09;21;03:00;-1;1.6;9.7
Sodankylä Tähtelä;2004;09;22;03:00;-1;11.2;9.2
Sodankylä Tähtelä;2004;09;23;03:00;-1;9.7;9.4
Sodankylä Tähtelä;2004;09;24;03:00;-1;0.9;8.5
Sodankylä Tähtelä;2004;09;25;03:00;-1;0;8.8
