Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Direct solar radiation (W/m2),Global radiation (W/m2),Long wave solar radiation (W/m2),Long wave outgoing solar radiation (W/m2),Radiation balance (W/m2),Reflected radiation (W/m2),Sunshine duration (s),Ultraviolet irradiance (index)
2021,11,8,03:00,UTC,0,-,-2.2,205.4,268.4,-62.3,-2.8,0,-
2021,11,8,04:00,UTC,0,-,-2.1,203.5,264.8,-60.5,-2.8,0,-
2021,11,8,05:00,UTC,0,-,-2,202.6,267.3,-63.3,-3.4,0,-
2021,11,8,06:00,UTC,0,-,-1.8,204.4,265.4,-60.1,-2.8,0,-
2021,11,8,07:00,UTC,8.9,-,9.1,208.3,266.9,-52.1,2.6,0,-
2021,11,8,08:00,UTC,15.1,-,27,206.8,266.3,-42.2,9.7,5,-
2021,11,8,09:00,UTC,24.3,-,51.2,209.7,269.6,-25,16.3,60,-
2021,11,8,10:00,UTC,39.7,-,52.3,216.7,276.1,-31.4,24.3,60,-
2021,11,8,11:00,UTC,36.1,-,93.3,222.5,278,11,26.9,60,-
2021,11,8,12:00,UTC,29.2,-,58.7,220.3,279.7,-29.4,28.7,60,-
2021,11,8,13:00,UTC,7.9,-,8.6,212,272.8,-54.9,2.7,0,-
2021,11,8,14:00,UTC,0,-,-1.7,207.1,272.7,-64.6,-2.8,0,-
2021,11,8,15:00,UTC,0,-,-2.4,206.5,271.8,-64.6,-3.2,0,-
2021,11,8,16:00,UTC,0,-,-2.4,207.1,271.4,-63.5,-3.2,0,-
2021,11,8,17:00,UTC,0,-,-2.3,207.1,272.8,-64.7,-3.3,0,-
2021,11,8,18:00,UTC,0,-,-2.3,205,267.9,-62.3,-2.9,0,-
2021,11,8,19:00,UTC,0,-,-1.9,203.5,267.2,-62.8,-2.8,0,-
2021,11,8,20:00,UTC,0,-,-2.1,203.7,263.7,-59.1,-3,0,-
2021,11,8,21:00,UTC,0,-,-2.3,203.4,267.3,-63,-3.2,0,-
2021,11,8,22:00,UTC,0,-,-2.2,203.2,265.8,-61.9,-2.8,0,-
2021,11,8,23:00,UTC,0,-,-2.2,200.9,264.7,-63.1,-2.9,0,-
2021,11,9,00:00,UTC,0,-,-2.1,200.2,260.2,-59.4,-2.7,0,-
2021,11,9,01:00,UTC,0,-,-2.1,198.6,257.9,-59.1,-2.2,0,-
2021,11,9,02:00,UTC,0,-,-2.3,198,257.4,-59.1,-2.7,0,-
2021,11,9,03:00,UTC,0,-,-2.1,196.1,254,-57.6,-2.5,0,-
2021,11,9,04:00,UTC,0,-,-2.1,195.7,253.4,-57.3,-2.5,0,-
2021,11,9,05:00,UTC,0,-,-2,208.8,254.4,-45.5,-2.2,0,-
2021,11,9,06:00,UTC,0,-,-1.6,218.2,259.1,-40.2,-2.2,0,-
2021,11,9,07:00,UTC,8.9,-,8.9,231.4,262.7,-24.5,2.1,0,-
2021,11,9,08:00,UTC,21.8,-,20.6,235.3,264.6,-18.1,9.3,0,-
2021,11,9,09:00,UTC,29.2,-,26.8,246.1,268.3,-9,13.4,0,-
2021,11,9,10:00,UTC,24.4,-,22.9,252.7,270.9,-6.5,11.1,0,-
2021,11,9,11:00,UTC,18.9,-,18.3,259.8,274.9,-5.1,8.4,0,-
2021,11,9,12:00,UTC,9.5,-,10.1,265.2,278.4,-6,2.8,0,-
2021,11,9,13:00,UTC,6.9,-,5.6,280.3,282.7,2.8,0.4,0,-
2021,11,9,14:00,UTC,0,-,-0.7,283.1,285.9,-0.5,-3,0,-
2021,11,9,15:00,UTC,0,-,-0.9,286.4,289.2,-0.1,-3.6,0,-
2021,11,9,16:00,UTC,0.2,-,-0.9,288.9,291.9,-0.1,-3.8,0,-
2021,11,9,17:00,UTC,0.6,-,-1.1,292.8,295.6,0.6,-4.5,0,-
2021,11,9,18:00,UTC,0.4,-,-0.9,295.5,297.6,1.1,-4.1,0,-
2021,11,9,19:00,UTC,0.6,-,-0.5,297.4,299.5,1.4,-4,0,-
2021,11,9,20:00,UTC,1,-,-0.6,299.4,301.4,1.3,-3.9,0,-
2021,11,9,21:00,UTC,0.4,-,-0.6,303,304,2.8,-4.4,0,-
2021,11,9,22:00,UTC,1.5,-,-1.1,308.2,308.7,2.3,-3.9,0,-
2021,11,9,23:00,UTC,1.1,-,-1.7,311.4,311.7,4.1,-6,0,-
2021,11,10,00:00,UTC,1.5,-,-1.1,312.2,313.1,4,-6,0,-
2021,11,10,01:00,UTC,1.1,-,-1.2,312.4,313.1,4.3,-6.2,0,-
2021,11,10,02:00,UTC,1.7,-,-1.5,309.1,312.7,1.7,-6.8,0,-
2021,11,10,03:00,UTC,1.2,-,-0.9,313.6,314,5.4,-6.7,0,-
2021,11,10,04:00,UTC,1.2,-,-1.1,316.9,315.9,6.3,-6.3,0,-
2021,11,10,05:00,UTC,0.9,-,-0.8,319.4,317,7.8,-6.2,0,-
2021,11,10,06:00,UTC,1.3,-,-1,321.2,317.8,8.9,-6.4,0,-
2021,11,10,07:00,UTC,2.4,-,0.9,321.9,318.2,10.3,-5.7,0,-
2021,11,10,08:00,UTC,12.4,-,11.8,320.4,318.8,13.3,0.1,0,-
2021,11,10,09:00,UTC,26.2,-,26,314.4,318.2,15.4,6.9,0,-
2021,11,10,10:00,UTC,27.3,-,28.2,307.6,318.4,10.4,7,0,-
2021,11,10,11:00,UTC,21.8,-,22.2,312.6,318.3,12.4,4.2,0,-
2021,11,10,12:00,UTC,10.8,-,10.8,310.1,318.6,4.2,-2,0,-
2021,11,10,13:00,UTC,5.1,-,3.8,296,318,-14.7,-3.5,0,-
2021,11,10,14:00,UTC,1.2,-,-1.3,306.6,317.9,-6.4,-6.3,0,-
2021,11,10,15:00,UTC,1,-,-1.2,317.8,318.4,4.4,-6.2,0,-
2021,11,10,16:00,UTC,0.9,-,-1.5,322.2,319.2,6.9,-5.4,0,-
2021,11,10,17:00,UTC,1,-,-1.6,317.8,319.1,3.6,-6.5,0,-
2021,11,10,18:00,UTC,0.8,-,-1.2,312.8,318.7,-1.9,-5.2,0,-
2021,11,10,19:00,UTC,1.1,-,-1.6,266.4,316.5,-46.9,-4.9,0,-
2021,11,10,20:00,UTC,1.6,-,-2.1,257,312.7,-51.9,-5.9,0,-
2021,11,10,21:00,UTC,1.7,-,-2.4,240.1,309.1,-65.7,-5.8,0,-
2021,11,10,22:00,UTC,0.6,-,-1.5,302.6,312.2,-6,-5.2,0,-
2021,11,10,23:00,UTC,0.8,-,-2,254.4,308.2,-51,-4.7,0,-
2021,11,11,00:00,UTC,0.6,-,-1.5,289.6,310.7,-17,-5.6,0,-
2021,11,11,01:00,UTC,0.9,-,-1.3,294.7,310.7,-12.9,-4.4,0,-
2021,11,11,02:00,UTC,1,-,-2,251.1,306.1,-52.5,-4.5,0,-
2021,11,11,03:00,UTC,0.6,-,-2.3,239.9,304.7,-60.9,-6.2,0,-
2021,11,11,04:00,UTC,0.2,-,-2.5,240.3,301.8,-59.1,-4.9,0,-
2021,11,11,05:00,UTC,0.8,-,-2.6,237.1,300.4,-62.2,-3.7,0,-
2021,11,11,06:00,UTC,0.5,-,-2.1,237.2,300.6,-60.7,-4.8,0,-
2021,11,11,07:00,UTC,7.6,-,5.3,239.7,301.2,-54.3,-1.9,0,-
2021,11,11,08:00,UTC,31,-,32.2,245.3,304.1,-31.7,5.2,0,-
2021,11,11,09:00,UTC,22.7,-,38.9,236.6,304.1,-32.4,3.7,60,-
2021,11,11,10:00,UTC,41.8,-,52.8,243.5,307,-23.7,13,50,-
2021,11,11,11:00,UTC,40.5,-,96.1,244.7,308.1,16.3,16.5,60,-
2021,11,11,12:00,UTC,13.1,-,13.1,239.6,306.3,-53.2,-0.3,0,-
2021,11,11,13:00,UTC,3.9,-,2,265.3,306.2,-35.6,-3.2,0,-
2021,11,11,14:00,UTC,0.9,-,-1.8,269.6,306.5,-33.9,-4.8,0,-
2021,11,11,15:00,UTC,1.4,-,-0.9,303.9,309.9,-1.8,-5.1,0,-
2021,11,11,16:00,UTC,1.1,-,-1.3,314.4,312.5,4.5,-3.9,0,-
2021,11,11,17:00,UTC,0.8,-,-0.9,299.5,310.6,-9.4,-2.6,0,-
2021,11,11,18:00,UTC,0.8,-,-0.9,311.9,311.5,2.8,-3.3,0,-
2021,11,11,19:00,UTC,0.7,-,-1.1,315.6,314.9,2,-2.4,0,-
2021,11,11,20:00,UTC,1.1,-,-0.8,314.9,314.8,1.8,-2.5,0,-
2021,11,11,21:00,UTC,0.8,-,-0.7,314.9,315,1.7,-2.4,0,-
2021,11,11,22:00,UTC,1.2,-,-0.7,314.8,314.8,1.8,-2.4,0,-
2021,11,11,23:00,UTC,0.6,-,-1.4,318.4,316.2,3,-2.2,0,-
2021,11,12,00:00,UTC,1,-,-1.5,317.2,316.2,2.1,-2.5,0,-
2021,11,12,01:00,UTC,0.9,-,-0.9,314.9,315.7,0.5,-2.3,0,-
2021,11,12,02:00,UTC,1.2,-,-1.2,313.1,314.9,-0.4,-2.7,0,-
2021,11,12,03:00,UTC,1,-,-0.9,309.6,312.9,-1.4,-2.9,0,-
2021,11,12,04:00,UTC,1,-,-1,309.1,311.9,-1.2,-2.6,0,-
2021,11,12,05:00,UTC,0.7,-,-1.1,301.6,309.9,-6.5,-2.9,0,-
2021,11,12,06:00,UTC,1.2,-,-1.3,304.9,309.2,-2.7,-3,0,-
2021,11,12,07:00,UTC,2.5,-,1,305.4,308.2,-0.7,-1.2,0,-
2021,11,12,08:00,UTC,18.6,-,15.2,288.8,305.2,-10.4,9.3,0,-
2021,11,12,09:00,UTC,28.7,-,26.5,266.5,300.7,-24.7,17,0,-
2021,11,12,10:00,UTC,51.2,-,51.7,252.4,294.6,-22,31.5,0,-
2021,11,12,11:00,UTC,35.6,-,33.1,279.4,302.8,-10.6,20.3,0,-
2021,11,12,12:00,UTC,24,-,23.3,266.9,299,-22.4,13.6,0,-
2021,11,12,13:00,UTC,9.3,-,6.2,279.7,300,-16,1.9,0,-
2021,11,12,14:00,UTC,0.9,-,-1.3,269.5,297.5,-26.2,-3,0,-
2021,11,12,15:00,UTC,0.6,-,-1.3,280.6,298,-15.7,-3.1,0,-
2021,11,12,16:00,UTC,0.2,-,-2.1,257.5,291.1,-32.3,-3.4,0,-
2021,11,12,17:00,UTC,0.3,-,-1.5,271.4,294,-21,-3.2,0,-
2021,11,12,18:00,UTC,0.5,-,-1,276.5,296.2,-17.8,-2.9,0,-
2021,11,12,19:00,UTC,0.6,-,-1.1,282.9,297,-12.2,-3,0,-
2021,11,12,20:00,UTC,0.6,-,-0.9,279.5,297.4,-15.9,-2.8,0,-
2021,11,12,21:00,UTC,0.6,-,-1.1,260.5,291.9,-29.7,-2.8,0,-
2021,11,12,22:00,UTC,0,-,-1.6,252.5,281.9,-27.9,-3,0,-
2021,11,12,23:00,UTC,0.1,-,-0.7,279.3,291.7,-10.3,-2.9,0,-
2021,11,13,00:00,UTC,0.2,-,-0.8,274.5,293,-16.6,-2.7,0,-
2021,11,13,01:00,UTC,0.2,-,-0.7,278,292.6,-12.8,-2.5,0,-
2021,11,13,02:00,UTC,0.1,-,-0.9,268.7,289.7,-19.1,-2.7,0,-
2021,11,13,03:00,UTC,0,-,-1,265.9,287.5,-20.2,-2.4,0,-
2021,11,13,04:00,UTC,0.1,-,-1,266.8,288.3,-20.1,-2.3,0,-
2021,11,13,05:00,UTC,0.1,-,-0.7,276.3,290.3,-12.1,-2.7,0,-
2021,11,13,06:00,UTC,0,-,-0.6,288.6,292.5,-2.1,-2.4,0,-
2021,11,13,07:00,UTC,2.9,-,3,283.5,292.8,-6.5,0.1,0,-
2021,11,13,08:00,UTC,13.2,-,14.2,295.5,299.1,3.1,7.4,0,-
2021,11,13,09:00,UTC,27.6,-,28.5,293,299.2,5.4,16.9,0,-
2021,11,13,10:00,UTC,37.1,-,36.9,284.8,296.8,1.9,23,0,-
2021,11,13,11:00,UTC,39.4,-,39,292.5,298.1,11.4,22,0,-
2021,11,13,12:00,UTC,13.8,-,14,292.4,296.9,3.5,6.1,0,-
2021,11,13,13:00,UTC,1.5,-,1,290.7,295.4,-1.8,-1.9,0,-
2021,11,13,14:00,UTC,0,-,-0.6,291,295.1,-1.2,-3.5,0,-
2021,11,13,15:00,UTC,0,-,-0.5,289.2,294.3,-1.3,-4.3,0,-
2021,11,13,16:00,UTC,0,-,-1.1,288.6,293.7,-2.6,-3.6,0,-
2021,11,13,17:00,UTC,0.1,-,-1.2,273.1,291,-15.9,-3.2,0,-
2021,11,13,18:00,UTC,0.2,-,-1.6,264.1,288.3,-21.7,-4.1,0,-
2021,11,13,19:00,UTC,0,-,-1.1,276.9,290.4,-9.9,-4.6,0,-
2021,11,13,20:00,UTC,0,-,-1.2,282.1,291.9,-7.2,-3.8,0,-
2021,11,13,21:00,UTC,0.2,-,-1.2,279.9,291.3,-8.8,-3.9,0,-
2021,11,13,22:00,UTC,0.1,-,-1.1,282.5,291.6,-7.4,-2.8,0,-
2021,11,13,23:00,UTC,0,-,-1.3,269.1,287.5,-16.1,-3.7,0,-
2021,11,14,00:00,UTC,0,-,-1.4,252.7,284.1,-29.4,-3.4,0,-
2021,11,14,01:00,UTC,0,-,-2.4,225.1,275,-49.1,-3.2,0,-
2021,11,14,02:00,UTC,0,-,-2.4,220.5,270.5,-49.4,-2.9,0,-
2021,11,14,03:00,UTC,0,-,-2.2,215.1,266,-50.1,-3,0,-
2021,11,14,04:00,UTC,0,-,-2.1,213.6,263.6,-49.2,-3,0,-
2021,11,14,05:00,UTC,0,-,-2.1,215.9,264,-47.2,-3,0,-
2021,11,14,06:00,UTC,0,-,-2.1,219.5,268.7,-47.8,-3.5,0,-
2021,11,14,07:00,UTC,2.5,-,2.2,219.2,271.4,-49.3,-0.7,0,-
2021,11,14,08:00,UTC,11.8,-,12.6,220.7,284.2,-56.9,6.1,0,-
2021,11,14,09:00,UTC,18.5,-,28.8,216.5,276.6,-43.8,12.5,60,-
2021,11,14,10:00,UTC,23.2,-,22.5,218.1,287.6,-63.5,16.5,55,-
2021,11,14,11:00,UTC,16.1,-,22,215.3,281.7,-57.8,13.4,60,-
2021,11,14,12:00,UTC,14,-,15.2,213.3,277.9,-63.7,14.2,60,-
2021,11,14,13:00,UTC,3.1,-,2,213.3,274.9,-59.1,-0.6,0,-
2021,11,14,14:00,UTC,0,-,-2.4,211.9,274.6,-61.4,-3.6,0,-
2021,11,14,15:00,UTC,0,-,-2.3,211.2,274.7,-62.5,-3.3,0,-
2021,11,14,16:00,UTC,0,-,-2.6,211.8,271.2,-58.3,-3.7,0,-
2021,11,14,17:00,UTC,0,-,-2.4,209.8,268.7,-57.8,-3.5,0,-
2021,11,14,18:00,UTC,0,-,-2.6,211.3,267.6,-55.5,-3.4,0,-
2021,11,14,19:00,UTC,0,-,-2.3,216.6,264.1,-46.5,-3.3,0,-
2021,11,14,20:00,UTC,0,-,-1.8,218.9,262.3,-42.3,-2.9,0,-
2021,11,14,21:00,UTC,0,-,-2,227,264.1,-36.3,-2.9,0,-
2021,11,14,22:00,UTC,0,-,-1.6,247.1,276.4,-27.4,-3.5,0,-
2021,11,14,23:00,UTC,0,-,-1.7,224,266.1,-41.2,-2.6,0,-
2021,11,15,00:00,UTC,0,-,-1.6,242.2,265.7,-22.4,-2.8,0,-
2021,11,15,01:00,UTC,0,-,-0.5,261.3,273.4,-10.2,-2.3,0,-
2021,11,15,02:00,UTC,0,-,-1.1,261.1,275,-12.4,-2.5,0,-
2021,11,15,03:00,UTC,0,-,-1.2,272.7,281.8,-6.2,-4.2,0,-
2021,11,15,04:00,UTC,0,-,-1.2,283.5,287.3,0.4,-5.4,0,-
2021,11,15,05:00,UTC,0,-,-0.5,291.6,290.3,4.5,-3.7,0,-
2021,11,15,06:00,UTC,0,-,-1,294.2,293.3,4.8,-4.9,0,-
2021,11,15,07:00,UTC,0.2,-,-0.1,298.8,299,3.7,-4,0,-
2021,11,15,08:00,UTC,2.7,-,2.7,300,301.3,4.5,-3.2,0,-
2021,11,15,09:00,UTC,11.5,-,11.5,300.7,303.1,6.4,2.7,0,-
2021,11,15,10:00,UTC,11.8,-,11.3,303.8,304.8,7.9,2.4,0,-
2021,11,15,11:00,UTC,5.3,-,4.9,308.7,308.2,7.3,-1.9,0,-
2021,11,15,12:00,UTC,5.2,-,3.9,315.3,313,8.4,-2.3,0,-
2021,11,15,13:00,UTC,1.2,-,-0.6,318.2,312.3,10.9,-5.6,0,-
2021,11,15,14:00,UTC,0.2,-,-1.3,310.4,311.9,3.1,-5.9,0,-
2021,11,15,15:00,UTC,0.4,-,-1.7,310.2,311.4,3,-5.9,0,-
2021,11,15,16:00,UTC,0.6,-,-0.8,311.6,312.7,3.7,-5.6,0,-
2021,11,15,17:00,UTC,0.5,-,-1.2,312.9,313.4,4.5,-6.3,0,-
2021,11,15,18:00,UTC,0.4,-,-1.1,316.7,315.5,5.7,-5.5,0,-
2021,11,15,19:00,UTC,1.3,-,-1.1,317.6,315.7,5.9,-5,0,-
2021,11,15,20:00,UTC,0.2,-,-1.3,317.5,315.6,5.9,-5.3,0,-
2021,11,15,21:00,UTC,0.4,-,-1.1,317.9,315.7,6,-5,0,-
2021,11,15,22:00,UTC,0,-,-1.2,317.4,315.7,4.1,-3.6,0,-
2021,11,15,23:00,UTC,0.2,-,-1.2,311.1,315.4,-2.1,-3.5,0,-
2021,11,16,00:00,UTC,0.3,-,-0.8,316.2,315.6,2.7,-2.9,0,-
2021,11,16,01:00,UTC,0,-,-1,310.8,315,-1.9,-3.3,0,-
2021,11,16,02:00,UTC,0.4,-,-1.3,291.4,313.2,-20.1,-2.9,0,-
2021,11,16,03:00,UTC,0.2,-,-1.4,283.2,309,-24.6,-2.4,0,-
2021,11,16,04:00,UTC,0.4,-,-1.6,267.1,303.5,-35.4,-2.6,0,-
2021,11,16,05:00,UTC,0.5,-,-1.5,262.3,300.5,-37.1,-2.6,0,-
2021,11,16,06:00,UTC,0.1,-,-2.4,242.4,294,-51,-3,0,-
2021,11,16,07:00,UTC,2.6,-,1.3,276.1,298.6,-19.5,-1.8,0,-
2021,11,16,08:00,UTC,16.3,-,16.4,237.9,290.3,-43,7.1,0,-
2021,11,16,09:00,UTC,38.7,-,49.2,240.8,293.3,-21.4,18,0,-
2021,11,16,10:00,UTC,21.7,-,28.4,237.4,289.5,-37,13.2,10,-
2021,11,16,11:00,UTC,21.1,-,22.7,263.2,293,-18.8,11.7,0,-
2021,11,16,12:00,UTC,11.1,-,10,245.9,292.1,-40.2,4,0,-
2021,11,16,13:00,UTC,1.8,-,-0.1,266.5,289.5,-21.7,-1.4,0,-
2021,11,16,14:00,UTC,0.5,-,-1.7,293.9,299.7,-4.6,-2.8,0,-
2021,11,16,15:00,UTC,0.9,-,-2.6,290.4,300.7,-9.8,-3.1,0,-
2021,11,16,16:00,UTC,0.7,-,-2,301.9,303.7,-0.5,-3.3,0,-
2021,11,16,17:00,UTC,1.2,-,-2.1,305,306.1,0.1,-3.4,0,-
2021,11,16,18:00,UTC,0.8,-,-1.7,309.7,308.8,2.9,-3.7,0,-
2021,11,16,19:00,UTC,0.5,-,-2.2,312.4,313.6,-0.9,-2.5,0,-
2021,11,16,20:00,UTC,0.4,-,-2.5,315.5,314.8,1.2,-3,0,-
2021,11,16,21:00,UTC,1,-,-1.4,317.8,315.4,4.5,-3.5,0,-
2021,11,16,22:00,UTC,0.3,-,-1.6,319.9,316.5,6.7,-5,0,-
2021,11,16,23:00,UTC,0.5,-,-1.3,321,316.9,6.7,-3.9,0,-
2021,11,17,00:00,UTC,0.2,-,-1.5,321.9,317.3,7.2,-4,0,-
2021,11,17,01:00,UTC,0.2,-,-1.3,322,318,6.9,-4.2,0,-
2021,11,17,02:00,UTC,0.1,-,-1.6,322,318.1,5.9,-3.7,0,-
2021,11,17,03:00,UTC,0.4,-,-1.8,321.1,318,4.9,-3.7,0,-
2021,11,17,04:00,UTC,0.5,-,-1.5,321.3,317.9,5.6,-3.7,0,-
2021,11,17,05:00,UTC,0.7,-,-1.6,320.9,317.7,5.1,-3.5,0,-
2021,11,17,06:00,UTC,0.8,-,-1.6,320.5,317.6,4.9,-3.6,0,-
2021,11,17,07:00,UTC,0.9,-,-0.8,319.7,317.6,4.3,-2.9,0,-
2021,11,17,08:00,UTC,4.9,-,3,319.9,317.7,6.2,-0.9,0,-
2021,11,17,09:00,UTC,7.2,-,4.7,322.7,317.9,8.7,0.9,0,-
2021,11,17,10:00,UTC,8.7,-,7.1,322.9,318.3,9.7,2.1,0,-
2021,11,17,11:00,UTC,11.2,-,9.1,323.8,319,11,2.9,0,-
2021,11,17,12:00,UTC,3.3,-,0.3,325.4,319.6,8.1,-2,0,-
2021,11,17,13:00,UTC,1.2,-,-2.6,326.3,319.7,7.6,-3.7,0,-
2021,11,17,14:00,UTC,0.2,-,-3.2,327.2,319.9,8.3,-4.2,0,-
2021,11,17,15:00,UTC,0.4,-,-3.2,326.8,320.1,8.2,-4.7,0,-
2021,11,17,16:00,UTC,0,-,-3.4,329.2,320.5,10,-4.8,0,-
2021,11,17,17:00,UTC,0.6,-,-3.3,331.7,321.5,12.8,-5.9,0,-
2021,11,17,18:00,UTC,0.5,-,-3.2,326.1,321.6,7.1,-5.8,0,-
2021,11,17,19:00,UTC,0.5,-,-3.3,327.7,321.3,9.9,-6.8,0,-
2021,11,17,20:00,UTC,0.4,-,-3.5,327.2,320.9,8.4,-5.6,0,-
2021,11,17,21:00,UTC,0.3,-,-2.9,327.3,320.9,9.2,-5.6,0,-
2021,11,17,22:00,UTC,0.6,-,-2.8,324.3,320.7,6.5,-5.7,0,-
2021,11,17,23:00,UTC,1,-,-3.2,324.7,320.1,6.3,-4.9,0,-
2021,11,18,00:00,UTC,0.4,-,-3.1,323.7,319.7,5.8,-4.9,0,-
2021,11,18,01:00,UTC,0.4,-,-3.2,323.2,319.1,5.3,-4.4,0,-
2021,11,18,02:00,UTC,0.6,-,-3.1,322.4,318.9,4.9,-4.4,0,-
2021,11,18,03:00,UTC,0.3,-,-2.9,321.3,318.3,4.2,-4.2,0,-
2021,11,18,04:00,UTC,0.6,-,-3.2,321.1,318.3,4.4,-4.7,0,-
2021,11,18,05:00,UTC,0.6,-,-3.4,321.6,318,3.7,-3.5,0,-
2021,11,18,06:00,UTC,0.6,-,-3.6,323,317.2,5.5,-3.3,0,-
2021,11,18,07:00,UTC,0.7,-,-3.1,320.3,316.8,2.7,-2.3,0,-
2021,11,18,08:00,UTC,4.8,-,1.9,321,317.3,7.7,-2.1,0,-
2021,11,18,09:00,UTC,8.4,-,4.8,320.3,316.6,8.8,-0.3,0,-
2021,11,18,10:00,UTC,13.9,-,11,317.1,316.1,7.8,4.2,0,-
2021,11,18,11:00,UTC,10.8,-,7.5,319.1,316.1,7.7,2.8,0,-
2021,11,18,12:00,UTC,6,-,3,319,316.6,5.6,-0.1,0,-
2021,11,18,13:00,UTC,1.6,-,-2,318.1,316.2,3.1,-3.2,0,-
2021,11,18,14:00,UTC,0.4,-,-3.6,316.7,315.8,1.3,-4,0,-
2021,11,18,15:00,UTC,1,-,-3.6,313.4,315.3,-1.6,-3.9,0,-
2021,11,18,16:00,UTC,0.6,-,-3.4,310,314.5,-4.9,-3,0,-
2021,11,18,17:00,UTC,0.1,-,-3,297.6,311.5,-13.7,-3.2,0,-
2021,11,18,18:00,UTC,0.1,-,-1.6,307.3,311.8,-2.6,-3.5,0,-
2021,11,18,19:00,UTC,0.3,-,-1.1,306,311.2,-3.9,-2.4,0,-
2021,11,18,20:00,UTC,0,-,-1.2,302.9,308.5,-4.1,-2.7,0,-
2021,11,18,21:00,UTC,0,-,-1.7,302.6,308.4,-4.4,-3.1,0,-
2021,11,18,22:00,UTC,0.2,-,-1,296.7,307.3,-9,-2.5,0,-
2021,11,18,23:00,UTC,0,-,-1.8,258.7,300.5,-40.5,-3.1,0,-
2021,11,19,00:00,UTC,0.1,-,-1.6,274.9,300.6,-23.2,-4.1,0,-
2021,11,19,01:00,UTC,0.1,-,-3.1,229.6,292.9,-62.5,-3.9,0,-
2021,11,19,02:00,UTC,0,-,-2.8,226.3,291.2,-63.8,-3.9,0,-
2021,11,19,03:00,UTC,0,-,-3,223.2,288.1,-65.1,-2.8,0,-
2021,11,19,04:00,UTC,0,-,-3.1,222.1,286.7,-64.2,-3.5,0,-
2021,11,19,05:00,UTC,0,-,-2.9,220.2,284.2,-64.3,-2.7,0,-
2021,11,19,06:00,UTC,0,-,-3,221.6,283.8,-62.6,-2.6,0,-
2021,11,19,07:00,UTC,0.6,-,-1.3,218.8,283.5,-64.3,-1.7,0,-
2021,11,19,08:00,UTC,8.3,-,8.9,226.6,284.4,-50.8,1.8,0,-
2021,11,19,09:00,UTC,13.7,-,24.6,220.4,285.8,-46.5,5.8,0,-
2021,11,19,10:00,UTC,16.6,-,21,220.1,285.4,-51.1,6.8,0,-
2021,11,19,11:00,UTC,13.8,-,23.4,221.5,285.3,-47.8,7.3,0,-
2021,11,19,12:00,UTC,8.5,-,9.2,222.3,285.7,-56.7,2.5,0,-
2021,11,19,13:00,UTC,0.6,-,-0.9,219.7,280.4,-59.9,-1.6,0,-
2021,11,19,14:00,UTC,0,-,-2.7,220.5,281.4,-60.8,-2.7,0,-
2021,11,19,15:00,UTC,0,-,-2.7,220.2,280,-59.6,-2.9,0,-
2021,11,19,16:00,UTC,0,-,-2.5,230.1,280.7,-50.6,-2.5,0,-
2021,11,19,17:00,UTC,0,-,-2.3,236.9,283,-45.5,-2.9,0,-
2021,11,19,18:00,UTC,0,-,-1.8,252.7,286.7,-33.2,-2.7,0,-
2021,11,19,19:00,UTC,0,-,-2.2,230.1,280.4,-50.3,-2.2,0,-
2021,11,19,20:00,UTC,0,-,-2.6,218.7,278.2,-59.1,-3,0,-
2021,11,19,21:00,UTC,0,-,-2.5,216,274.2,-58.3,-2.4,0,-
2021,11,19,22:00,UTC,0,-,-2.8,214.8,275.8,-61,-2.8,0,-
2021,11,19,23:00,UTC,0,-,-2.5,213,273,-60,-2.6,0,-
2021,11,20,00:00,UTC,0,-,-2.4,212.5,272.9,-59.9,-2.9,0,-
2021,11,20,01:00,UTC,0,-,-2.5,213.9,273,-58.8,-2.8,0,-
2021,11,20,02:00,UTC,0,-,-2.4,219.1,274.1,-54,-3.5,0,-
2021,11,20,03:00,UTC,0,-,-2.2,229,274.2,-44.2,-3.3,0,-
2021,11,20,04:00,UTC,0,-,-1.9,255.3,278.4,-21.4,-3.6,0,-
2021,11,20,05:00,UTC,0,-,-1.4,270.9,281.6,-8.4,-3.6,0,-
2021,11,20,06:00,UTC,0,-,-1.6,258.1,280.7,-20.7,-3.5,0,-
2021,11,20,07:00,UTC,0,-,-0.7,258.3,282.7,-22.1,-3.2,0,-
2021,11,20,08:00,UTC,6.2,-,7.2,261.7,284.7,-17,1.2,0,-
2021,11,20,09:00,UTC,22,-,20.3,260.4,287,-13.9,7.7,0,-
2021,11,20,10:00,UTC,26.6,-,25.6,266.4,290.3,-8.6,10.3,0,-
2021,11,20,11:00,UTC,21.9,-,21.2,266.6,291.9,-12.1,8,0,-
2021,11,20,12:00,UTC,9.6,-,9,249.3,290.5,-34.1,2,0,-
2021,11,20,13:00,UTC,0.9,-,0,230.6,287.9,-55,-2.3,0,-
2021,11,20,14:00,UTC,0,-,-2.2,232.6,287.6,-53.6,-3.6,0,-
2021,11,20,15:00,UTC,0,-,-1.4,275.8,293.1,-15.1,-3.7,0,-
2021,11,20,16:00,UTC,0,-,-1.5,284.2,295,-8.6,-3.7,0,-
2021,11,20,17:00,UTC,0.1,-,-1,275.6,295.9,-18.2,-3.1,0,-
2021,11,20,18:00,UTC,0,-,-1.2,293.5,298.7,-2.7,-3.7,0,-
